status,zxloanbalanceamt,zxcrecardacctnowtotaldelqamt,zxrcy3mcrecardquerycnt,zxissubankcnt,zxcreditcarddelqstatus24months,zxaccountcnt,zxcrecardnowshouldpayamt,zxcreditcarddelqstatus30dayyues,zxrcy6mavgusecreditamt,zxrcy6mcrecardquerycompanycnt,zxusecreditamt,zxfirstcrecarddate,zxcrecardusecreditrate,zxcreditbal,zxcreditcarddelqstatus60to90days,zxcreditcarddelqstatus30to60days,zxrcy6mcrecardquerycnt,zxcreditcarddelqstatus6to12month,zxcreditcarddelqstatus90to180day,zxcreditcardaccudelqcnt,zxrcy24mcrecardmaxdelqperiod,zxrcy12mcrecardmaxdelqperiod,zxrcy6mcrecardmaxdelqperiod,zxrcyquerydate
0,134860,0,2,7,N,10,21146,N,109090,2,93396,40375,0.5861,93396,N,N,2,N,N,1,0,0,0,43408.56481
0,1253283,0,0,3,N,4,6686,N,73777,0,66977,40175,1.093,66977,N,N,0,N,N,3,0,0,0,43258.0266
1,1588294,0,1,4,N,5,34004,N,220621,2,227844,41284,0.8399,227844,N,N,2,N,N,0,0,0,0,43165.35287
1,30722,0,0,4,N,5,5425,N,65963,1,67830,42179,1.0195,67830,1,N,1,N,N,1,1,1,1,43183.93919
0,131062,0,1,6,N,17,17619,N,83838,2,52494,39670,0.5904,52494,N,N,2,N,N,0,0,0,0,43223.9428
0,6338,0,1,4,1,8,5664,N,29108,2,28176,39895,0.7277,28176,N,N,2,N,N,7,1,0,0,43263.0324
0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,29417,0,0,3,N,5,6404,N,84822,0,87674,40134,0.542,87674,N,N,0,N,N,6,0,0,0,43328.68355
0,20000,0,0,3,1,6,1775,N,12673,0,10896,40605,0.2194,10896,N,N,0,N,N,7,1,0,0,43340.89575
0,465360,0,0,5,N,10,12478,N,88161,1,64982,39720,0.8572,64982,N,N,1,N,N,0,0,0,0,43360.3264
0,2776,0,13,3,*,5,610,N,4260,11,4579,42961,0.4057,4579,N,N,14,1,N,1,1,1,0,43376.02983
1,57500,0,1,6,N,10,25611,N,104736,4,90031,39594,0.8105,90031,N,N,4,1,N,6,1,1,0,43271.7056
0,212000,0,1,4,N,6,12736,N,71282,1,85449,40217,0.5721,85449,N,N,1,N,N,0,0,0,0,43171.39738
0,196381,0,1,5,N,16,1243,N,9874,5,9192,42374,0.1946,9192,N,N,6,N,N,0,0,0,0,43394.55483
0,-9999,0,5,14,N,17,6827,N,96430,4,120020,40463,0.4786,120020,N,N,7,N,N,0,0,0,0,43154.61816
0,3617567,0,1,5,1,6,37873,N,381782,1,429329,39400,0.5281,429329,N,N,1,1,N,7,1,1,0,43315.04071
0,723827,1694,2,6,N,10,13865,1,79571,2,82164,42075,0.686,82164,N,N,2,N,N,1,1,1,1,43300.80385
0,1434,0,5,3,/,11,1215,N,12802,5,7714,42963,0.1302,7714,N,N,8,N,N,0,0,0,0,43232.04788
0,56662,0,0,7,N,20,19199,N,100896,0,111100,39717,0.5771,111100,N,N,0,N,N,0,0,0,0,43219.55764
0,-9999,0,2,14,N,25,3147,N,58526,4,27314,41766,0.3249,27314,N,N,4,N,N,1,0,0,0,43222.88104
0,15154,0,2,5,N,5,7402,N,50973,2,54038,41741,0.9353,54038,N,N,2,N,N,2,0,0,0,43168.5999
0,316472,0,2,4,N,7,37388,N,180587,2,162615,39198,0.6514,162606,N,N,2,N,N,0,0,0,0,43433.49034
0,580504,0,0,4,N,5,14253,N,148549,3,143215,40408,0.8532,143215,N,N,3,N,N,1,0,0,0,43176.45943
0,55231,0,1,5,N,14,6617,N,47389,1,39587,42506,1.1257,39587,N,N,1,N,N,0,0,0,0,43185.57525
0,6000,0,0,5,N,5,793,N,13298,0,7600,41877,0.3832,7600,N,N,0,N,N,0,0,0,0,43422.01497
0,117500,0,0,3,N,5,9691,N,65996,0,72393,41333,0.4345,72393,N,N,0,N,N,0,0,0,0,43417.00843
0,207424,0,3,8,N,12,76925,N,253402,4,287536,39870,0.7118,287536,N,N,6,1,N,1,1,1,0,43230.39758
0,35693,0,0,8,1,11,9253,N,57819,0,53575,41190,0.8895,53575,1,N,0,N,N,3,1,1,1,43317.51898
0,594516,0,7,8,N,17,17304,N,137803,6,127955,40204,0.8834,127955,N,N,7,N,N,1,0,0,0,43365.36847
1,13547,0,0,1,N,1,11,N,1926,0,464,42837,0.3852,464,N,N,0,1,N,1,1,1,0,43392.38531
0,14700,0,12,6,N,9,9115,N,65634,10,69576,40366,0.4157,69576,N,N,13,N,N,3,0,0,0,43177.47466
0,840625,0,0,6,N,9,10304,N,74654,1,81043,39583,0.4366,81043,N,N,1,N,N,1,0,0,0,43467.87421
0,924788,0,0,3,N,4,34802,N,132985,0,109021,39355,0.2151,109021,N,N,0,N,N,0,0,0,0,43229.01905
0,84300,0,0,7,N,9,16950,N,94395,0,80472,40318,0.7044,80472,N,N,0,N,N,0,0,0,0,43223.59613
0,18392,0,1,4,N,5,10760,N,96082,2,85116,42556,0.9904,85116,N,N,4,N,N,0,0,0,0,43181.7531
0,285044,0,0,1,N,3,5653,N,10482,0,5026,42158,0.1336,5026,N,N,0,N,N,0,0,0,0,43418.0151
0,1226211,0,0,5,1,9,17531,N,126140,0,90763,40380,0.9413,90763,N,N,0,N,N,2,1,0,0,43165.34558
0,-9999,0,2,11,N,16,24665,N,141923,2,150836,41054,0.9211,150836,N,N,2,N,N,0,0,0,0,43352.34406
0,-9999,0,0,6,N,9,33108,N,357709,0,346391,39091,0.8577,346391,N,N,0,N,1,4,1,1,1,43296.47902
1,297372,0,0,9,N,17,45758,N,457279,0,439997,39953,0.9084,439997,N,N,0,N,N,1,0,0,0,43192.45227
0,8800,0,2,2,N,2,11990,N,17772,2,28819,41732,0.4443,28819,N,N,2,N,N,0,0,0,0,43243.00036
0,165117,0,5,9,N,11,13213,N,129037,6,115504,41305,0.5625,115504,N,N,11,N,N,0,0,0,0,43221.18716
0,805255,0,0,4,1,4,4175,N,52977,0,52971,40722,1.0083,52971,1,N,0,N,N,5,1,1,1,43329.86049
0,7862105,0,1,8,N,13,48398,N,681299,2,771769,39195,0.894,771769,N,N,3,N,N,2,0,0,0,43275.06034
0,21619,0,2,10,C,24,28837,N,207818,7,273058,39080,0.3296,273058,N,N,7,C,C,1,0,0,0,43215.5944
0,95700,0,0,2,N,2,1569,N,5491,0,3320,39347,0.1094,3320,N,N,0,N,N,0,0,0,0,43500.58796
0,307462,0,0,2,N,4,2353,N,21839,0,30492,39510,0.2631,30492,N,N,0,N,N,0,0,0,0,43166.47644
0,35114,0,2,7,1,19,20540,N,140771,1,144430,39429,0.6519,144430,N,N,3,N,N,4,1,0,0,43176.79514
0,2776,0,2,5,N,5,2004,N,24872,4,38280,42685,0.4783,38280,N,N,4,N,N,0,0,0,0,43238.02413
0,479340,0,0,3,N,6,5865,N,40692,0,37217,41509,0.3932,37217,N,N,0,N,N,2,0,0,0,43490.93734
0,27229,0,0,10,1,13,21831,N,216779,0,214122,41768,0.8643,214122,N,N,0,N,N,1,1,0,0,43308.58957
0,54138,0,0,12,1,14,21357,N,98126,1,97644,41267,0.3971,97644,N,N,1,N,1,5,1,1,1,43317.08729
0,159025,0,1,1,N,2,21,N,7,1,0,42123,0.0002,0,*,*,1,1,N,1,1,1,0,43217.13822
1,-9999,0,0,1,N,1,199,N,1988,0,1984,41107,0.994,1984,N,N,0,N,N,7,0,0,0,43290.78161
1,35973,0,0,9,N,13,4265,N,46370,3,44836,41998,0.8587,44836,N,N,3,N,N,0,0,0,0,43222.63229
1,118963,0,0,4,N,5,6945,N,55825,1,70600,41180,0.478,70600,N,N,1,N,N,0,0,0,0,43371.44939
0,2376,0,1,3,*,3,870,N,4470,2,4088,39448,0.149,4088,*,N,2,*,*,0,0,0,0,43223.3462
0,-9999,0,4,9,*,20,2507,N,25122,11,43028,41968,0.2538,43028,N,N,15,*,N,0,0,0,0,43262.35883
1,494696,0,0,3,N,5,13100,N,171739,2,150093,42017,1.029,150093,N,N,3,N,N,0,0,0,0,43178.47571
1,7950,0,4,3,N,4,2570,N,22515,3,16817,42255,0.9006,16817,N,N,4,N,1,3,1,1,1,43262.08255
0,10917,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43353.32681
0,210929,0,0,3,N,4,2540,N,39500,1,28667,42114,0.8257,28667,N,N,1,N,N,0,0,0,0,43230.29846
0,496224,0,3,7,N,10,129105,N,229241,6,210164,40386,1.0565,210164,N,N,6,N,N,0,0,0,0,43228.48722
0,9000,0,0,2,/,11,1315,N,4122,0,7675,42814,0.1718,7675,N,N,0,N,N,0,0,0,0,43177.6726
0,-9999,0,2,6,N,20,5903,N,33080,3,27019,42398,0.9318,27019,N,N,4,N,N,0,0,0,0,43172.67138
0,1017241,0,2,9,N,14,20808,N,121961,3,151243,39257,0.4602,151243,N,N,3,N,N,0,0,0,0,43238.04223
0,-9999,0,15,2,/,2,143,N,1635,14,0,42969,0.0711,0,N,N,16,*,N,0,0,0,0,43182.09853
0,460086,0,7,4,/,4,0,N,10338,7,21584,42984,0.2068,21584,*,*,7,*,N,0,0,0,0,43229.02883
0,88042,0,0,7,N,9,19007,N,146854,1,153350,40907,0.8228,153350,N,N,1,N,N,0,0,0,0,43230.38104
0,5694,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43416.01396
0,851781,0,6,10,N,16,64436,N,184796,6,181444,41620,0.8141,181444,N,N,6,N,N,0,0,0,0,43395.59797
0,77517,0,1,7,N,11,3284,N,39624,2,45077,42769,0.8805,45077,N,N,2,N,N,0,0,0,0,43487.47058
0,170825,0,0,4,1,14,4878,N,50654,2,43085,42441,1.0553,43085,N,N,2,N,N,1,1,0,0,43221.79215
1,4220,0,3,5,N,14,5000,N,40768,3,39488,42402,0.3778,39488,N,N,4,N,1,1,1,1,1,43228.4009
0,8971,0,5,2,/,3,1461,N,10791,6,18057,43041,0.2998,18057,N,N,8,/,N,0,0,0,0,43216.43463
0,7176,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43429.00133
0,905371,0,3,6,N,11,10172,N,38238,4,29748,41114,0.3557,29748,N,N,5,N,N,5,0,0,0,43228.35117
0,12000,0,0,2,/,4,306,N,2220,4,3960,43068,0.5549,3960,N,N,4,/,/,0,0,0,0,43173.97222
0,544631,0,7,8,N,23,15557,N,64489,11,80833,40449,0.1583,80833,N,N,23,N,N,0,0,0,0,43481.96875
0,367170,0,2,5,1,10,14162,N,71856,1,60287,40166,0.8824,60287,N,N,4,1,N,4,1,1,0,43162.89581
0,83808,0,1,4,1,5,10301,N,63391,5,67181,41814,0.878,67181,N,N,5,N,N,4,1,0,0,43343.55267
0,-9999,0,0,8,1,15,15881,N,190595,1,181536,41311,0.8008,181536,N,N,1,N,N,1,1,0,0,43322.45432
0,490335,0,0,4,N,5,922,N,3875,0,9417,39787,0.0367,9417,N,N,0,N,N,1,0,0,0,43496.91193
0,47000,0,0,5,N,10,1938,N,27628,5,24409,42807,0.5853,24409,N,N,6,N,N,0,0,0,0,43230.35212
0,14744,0,0,1,/,1,1102,N,10083,0,9080,43034,0.8403,9080,N,N,0,N,N,0,0,0,0,43390.32934
1,52646,29,0,4,N,12,5439,1,36430,2,40320,40492,0.9108,40320,N,N,3,1,1,7,1,1,1,43327.50885
0,100906,0,5,4,N,6,11475,N,43162,4,48559,42455,0.4264,48559,N,N,6,N,N,0,0,0,0,43376.01788
0,215240,0,4,3,/,5,26,N,16354,4,33308,43001,0.3271,33308,N,N,4,/,N,0,0,0,0,43183.67209
0,-9999,0,5,2,/,4,5810,N,15092,6,25208,43079,0.4192,25208,N,N,8,/,*,0,0,0,0,43227.03424
0,444018,0,1,9,N,14,41050,N,199507,1,183826,39414,0.5833,183826,N,N,1,N,N,3,0,0,0,43162.22054
0,334555,0,0,4,N,4,5313,N,21452,1,23825,39711,0.286,23825,N,N,1,N,N,0,0,0,0,43355.54405
0,220818,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,43255.02813
1,1164414,0,0,4,1,6,22236,N,124179,0,123116,39563,1.2935,123116,N,N,0,N,N,7,1,0,0,43289.40277
0,71500,0,1,1,N,2,3763,N,5556,2,3963,41869,0.1111,3963,N,N,2,N,N,1,0,0,0,43417.08472
0,5000,0,1,1,N,1,2632,N,5900,1,8445,42872,0.3688,8445,N,N,1,N,N,0,0,0,0,43441.70001
0,716763,0,0,1,-9999,1,0,-9999,0,0,0,42576,0,0,-9999,-9999,0,-9999,-9999,0,0,0,0,43444.75403
0,23230,0,2,15,N,29,12860,N,109100,11,129361,41830,0.2601,129361,N,N,11,N,N,0,0,0,0,43178.57253
0,1000,0,1,2,/,14,742,N,6579,4,6771,43125,0.1316,6771,N,N,6,/,*,0,0,0,0,43270.05072
0,477616,0,2,5,N,6,40953,N,277326,2,266754,39028,0.9213,266754,N,N,2,N,N,1,0,0,0,43323.53725
0,15946,0,3,8,N,13,13288,N,90279,6,100715,42199,0.3662,100715,N,N,8,N,N,0,0,0,0,43457.98222
0,719768,0,0,5,1,8,18212,N,63847,0,73712,39408,0.2396,73712,N,N,0,N,N,1,1,0,0,43457.66546
0,72161,0,0,5,N,7,8693,N,86496,1,70935,41954,0.8564,70935,N,N,1,N,N,0,0,0,0,43494.82473
0,3329,0,0,4,N,7,11310,N,74900,0,86585,40904,0.5238,86585,N,N,0,N,N,0,0,0,0,43165.38418
0,431517,0,1,12,N,22,16360,N,80744,8,101695,41397,0.3608,101695,N,N,9,N,1,7,1,1,1,43252.03979
1,13311,0,4,8,1,17,8535,N,65238,6,72999,42289,1.0193,72999,N,N,7,N,N,3,1,0,0,43180.72116
0,27200,0,2,3,/,3,0,N,2289,2,580,43115,0.0257,580,N,N,2,N,N,0,0,0,0,43366.41229
1,147618,0,5,9,N,11,7160,N,84881,4,82031,41892,0.9591,82031,N,N,5,N,N,0,0,0,0,43315.38907
1,379799,0,1,4,N,6,8682,N,52120,3,70901,42705,0.7189,70901,N,N,3,N,N,0,0,0,0,43223.85021
0,632950,0,0,9,N,13,24944,N,251205,4,235837,39885,0.5242,235837,N,N,4,N,N,0,0,0,0,43212.64833
0,598,0,2,3,N,3,2194,N,22303,2,22785,42696,1.0138,22785,N,N,3,N,1,1,1,1,1,43175.11457
0,69013,0,1,3,N,3,2654,N,26755,1,26581,41204,0.9555,26581,N,N,2,N,N,0,0,0,0,43167.66322
1,2500,0,1,1,*,1,0,*,0,1,0,41280,-9999,0,*,*,1,*,*,3,0,0,0,43186.40079
0,-9999,0,1,7,N,10,14813,N,80630,2,105123,39769,0.9375,105123,N,N,2,1,1,5,1,1,1,43193.68885
1,-9999,0,1,4,1,5,3626,N,39062,1,46045,39815,1.085,46045,1,N,1,N,N,3,1,1,1,43209.48324
1,83882,0,2,9,N,10,26427,N,157043,3,167172,41306,0.7436,167172,N,N,3,N,N,1,0,0,0,43325.50546
0,13530,0,3,7,N,10,7973,N,60709,10,73905,42447,0.9792,73905,N,N,14,N,N,0,0,0,0,43194.14228
0,23343,0,0,5,N,12,13259,N,85612,0,63455,40866,0.5557,63455,N,N,0,1,N,4,1,1,0,43340.87566
0,7691,0,2,2,1,10,0,*,0,2,0,41376,0,0,*,*,4,N,*,6,1,0,0,43192.15299
0,21228,909,0,7,N,13,2603,1,12384,4,16334,42654,0.2946,16334,N,N,4,N,1,2,1,1,1,43276.01072
0,44808,0,0,2,/,6,2233,N,13616,0,18958,42914,0.6634,18958,N,N,0,N,N,0,0,0,0,43282.57308
0,33114,0,2,1,N,2,0,*,100,2,0,42760,0.0083,0,N,N,2,N,N,0,0,0,0,43192.28053
0,44900,0,1,2,N,3,9368,N,76378,1,84851,40988,0.8921,84851,N,N,1,N,N,4,0,0,0,43325.36421
0,108177,0,0,4,N,5,8724,N,41348,0,42896,41722,0.9616,42896,N,N,0,N,N,1,0,0,0,43168.4858
1,-9999,0,0,3,N,4,7376,N,72938,0,69482,41845,1.0443,69482,N,N,0,N,N,0,0,0,0,43213.42443
1,44512,0,3,5,N,15,9629,N,67185,3,100529,42668,0.988,100529,N,N,4,N,N,0,0,0,0,43168.5989
0,2750,0,1,-9999,-9999,-9999,0,-9999,-9999,1,-9999,39372,-9999,0,-9999,-9999,1,-9999,-9999,0,0,0,0,43161.05957
0,18394,0,0,2,N,6,0,N,3307,0,2267,40132,0.1613,2267,N,N,0,N,N,4,0,0,0,43417.09689
0,357333,0,3,6,/,25,12802,N,64003,3,56204,42893,0.6096,56204,N,N,4,*,N,0,0,0,0,43167.91132
0,400000,0,0,2,N,3,18394,N,152498,0,165191,41494,0.7439,165191,N,N,0,N,N,0,0,0,0,43496.89458
0,412733,0,1,4,N,5,8213,N,67363,1,69303,39365,0.8581,69303,N,N,1,1,1,6,1,1,1,43187.48678
1,4504,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43396.48856
1,5599,0,0,1,N,1,0,N,3,0,20,39899,3,20,*,*,0,N,*,1,0,0,0,43228.09057
0,25187,0,2,1,/,2,1832,N,13372,2,9007,42956,0.9551,9007,N,N,2,N,N,0,0,0,0,43312.29061
0,299031,0,0,3,N,3,18666,N,25896,0,25746,42444,0.15,25746,N,N,0,N,N,0,0,0,0,43370.61613
0,79470,0,0,5,N,8,5322,N,66009,0,76486,41212,0.386,76486,N,N,0,N,N,5,0,0,0,43172.3035
0,117067,0,0,6,N,9,8230,N,82454,1,82054,40979,0.6871,82054,N,N,1,N,N,2,0,0,0,43230.06414
0,-9999,0,2,5,N,11,38999,N,140242,2,139193,42249,0.8105,139193,N,N,2,N,N,0,0,0,0,43212.48491
0,967337,0,0,10,N,22,38476,N,477924,1,506176,39890,0.5714,506176,N,N,1,N,N,0,0,0,0,43324.40983
0,10626,0,0,1,N,1,3766,N,17625,1,15999,42424,0.8813,15999,N,N,1,N,N,1,0,0,0,43497.69821
0,84300,0,2,9,N,14,18509,N,135726,3,144645,40174,0.654,144645,N,N,4,1,N,1,1,1,0,43229.20808
0,273732,0,3,5,N,8,29045,N,63865,5,87486,42034,0.2315,87486,N,N,7,N,N,0,0,0,0,43449.58464
0,39121,0,3,6,N,7,8082,N,83289,3,89959,42129,0.8322,89959,N,N,3,N,N,0,0,0,0,43222.75471
0,318827,0,1,1,1,1,172,N,1683,1,2121,42329,0.2805,2121,N,N,1,N,N,1,1,0,0,43456.89638
0,673,0,3,6,N,8,4892,N,21228,3,22238,39716,0.3526,22238,N,N,3,N,N,0,0,0,0,43236.99944
0,115525,0,0,7,N,13,56926,N,245241,0,196050,41018,0.5839,196050,N,N,0,N,N,0,0,0,0,43387.03333
0,70615,0,1,8,N,9,18309,N,191144,1,225211,41239,0.6683,225211,N,N,1,N,N,0,0,0,0,43285.41848
1,39527,0,2,5,N,7,4590,N,47405,4,44729,39516,0.8619,44729,N,N,5,N,N,1,0,0,0,43146.3852
0,42094,0,5,1,N,1,2910,N,30215,5,22858,39771,3.0215,22858,N,N,7,1,N,1,1,1,0,43489.94054
0,211000,0,1,7,1,8,23080,N,203239,2,189968,39409,0.7742,189968,N,N,2,1,1,7,1,1,1,43310.56199
0,516758,0,8,6,N,18,21184,N,151793,7,139265,39437,0.8654,139265,N,N,10,N,N,0,0,0,0,43245.04709
1,12257,0,1,3,N,4,2004,N,20366,1,15722,42458,1.2729,15722,N,N,2,N,N,0,0,0,0,43195.534
0,477104,0,0,4,N,8,4185,N,48785,1,50752,42321,0.8712,50752,N,N,1,N,N,0,0,0,0,43370.73506
0,177839,0,0,5,N,9,4848,N,44503,1,45705,41782,0.9675,45705,N,N,1,1,N,1,1,1,0,43167.77869
0,14000,0,1,7,N,9,10671,N,95243,2,125551,40818,0.6523,125551,N,N,2,N,N,0,0,0,0,43494.94375
0,-9999,0,0,1,N,1,1909,N,1909,0,1909,42286,0.4773,1909,N,N,0,N,N,0,0,0,0,43405.01578
0,11667,0,0,1,/,1,698,N,5993,3,5379,43120,0.8561,5379,*,N,3,/,*,0,0,0,0,43228.36108
1,106300,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43335.51084
0,4625,0,3,3,/,4,666,N,12754,3,12060,43015,0.7971,12060,N,N,3,N,N,0,0,0,0,43354.02632
0,227611,285,0,5,N,7,5597,1,41870,1,63461,40113,0.5223,63461,N,N,1,1,N,7,1,1,1,43299.52343
0,-9999,0,3,6,N,6,3993,N,58737,4,57887,41504,0.9383,57887,N,N,4,N,N,0,0,0,0,43161.64434
0,136548,0,0,5,N,5,56727,N,61453,3,8486,39727,0.4621,8486,N,N,3,1,N,3,1,1,0,43192.64502
0,5833,0,0,5,N,8,7952,N,105614,1,90503,42044,0.5967,90503,N,N,1,N,N,0,0,0,0,43431.99797
0,530114,0,8,2,N,3,19294,N,112554,7,121159,41173,0.938,121159,N,N,8,N,N,0,0,0,0,43229.04238
0,7416,0,2,2,*,2,844,N,6943,4,3223,40984,0.1984,3223,N,N,4,N,N,2,0,0,0,43216.42583
0,60863,0,0,4,N,6,5408,N,85974,0,97200,40063,1.0421,97200,N,N,0,N,N,0,0,0,0,43396.47878
0,65928,0,0,8,N,13,11752,N,136755,0,125923,39541,1.0212,125923,N,N,0,N,N,2,0,0,0,43225.29869
0,-9999,0,3,5,*,6,1061,N,5534,3,2995,43089,0.1085,2995,N,N,3,N,N,0,0,0,0,43497.97074
0,17107,0,1,6,N,9,22778,N,125833,4,128969,41480,0.9157,128969,N,N,4,N,N,0,0,0,0,43209.49196
0,319704,91,0,9,1,11,35459,3,314681,0,315468,41428,0.7641,315468,1,2,0,2,N,4,3,3,3,43311.54231
0,61129,0,0,4,N,6,1257,N,12308,0,19159,42696,0.2564,19159,N,N,0,N,N,0,0,0,0,43423.00426
0,86773,0,2,5,N,5,40624,N,139928,3,123499,41801,0.8088,123499,N,N,3,N,N,0,0,0,0,43161.63161
0,1806,0,5,7,N,17,2631,N,62552,6,79329,42037,0.3113,79329,N,N,7,N,N,0,0,0,0,43151.00387
0,55055,0,0,3,N,4,6489,N,58986,1,53424,42551,1.0605,53424,N,N,1,N,N,0,0,0,0,43222.99851
0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43226.05628
0,60113,0,0,2,/,2,424,N,3596,0,0,43251,0.2397,0,N,N,0,N,N,0,0,0,0,43497.56979
0,-9999,0,3,2,/,4,2738,N,9609,3,13874,43053,0.1559,13874,N,N,3,N,N,0,0,0,0,43377.13587
0,5967,0,8,1,/,9,295,N,9120,7,15291,43223,0.456,15291,/,N,12,/,/,0,0,0,0,43311.04166
0,656359,25,1,10,N,20,1159,1,91153,4,181267,40655,0.3376,181267,N,N,5,N,N,1,1,1,1,43264.23402
1,100792,0,0,2,N,2,3798,N,35460,5,35527,41751,1.1939,35527,N,N,6,N,1,1,1,1,1,43182.55444
0,181689,0,0,5,N,8,18279,N,59468,0,120150,39007,0.2645,120150,N,N,0,N,N,0,0,0,0,43490.62503
0,5663,0,0,6,N,14,5036,N,51293,1,50009,39219,0.5619,50009,N,N,1,N,N,5,0,0,0,43224.35529
0,7500,0,2,1,N,1,106,N,686,2,0,38991,0.0264,0,N,N,2,N,N,1,0,0,0,43408.56309
1,645318,0,0,1,/,1,879,N,8451,0,10024,43006,0.8451,10024,N,N,0,*,N,0,0,0,0,43213.48688
0,620293,0,0,7,N,16,44118,N,215856,0,275639,39339,0.8827,275639,N,N,0,N,N,0,0,0,0,43211.97921
0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1,66846,0,0,2,1,3,0,N,4894,2,582,41526,1.0876,582,1,N,2,1,N,5,1,1,1,43215.0294
0,36311,0,0,1,N,2,3573,N,27919,0,27387,42604,1.034,27387,N,N,0,N,N,0,0,0,0,43483.99492
0,458,0,1,1,/,1,200,N,1088,1,2454,43118,0.1088,2454,*,N,1,/,/,0,0,0,0,43178.65389
0,24093,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,43331.11071
0,-9999,0,0,3,N,4,25,N,7576,0,4254,42825,0.1329,4254,N,N,0,N,N,0,0,0,0,43389.07097
0,4408,0,1,2,N,3,1490,N,16129,1,16220,42744,1.0081,16220,N,N,1,N,N,0,0,0,0,43334.46797
1,10814,0,1,1,N,1,2125,N,2268,1,2246,42690,-9999,2246,N,N,1,N,N,0,0,0,0,43217.74116
0,278025,0,1,4,N,13,4687,N,18388,2,19565,42242,0.4597,19565,N,N,3,N,N,0,0,0,0,43217.01753
0,329958,0,0,1,-9999,2,0,-9999,0,0,0,43113,0,0,-9999,-9999,0,-9999,-9999,0,0,0,0,43495.86108
0,153451,0,1,1,N,1,0,*,21,1,127,42524,0.0053,127,*,N,1,*,*,0,0,0,0,43244.54904
0,8292,0,0,1,N,2,1291,N,3008,0,3076,42782,0.2507,3076,N,N,0,N,N,0,0,0,0,43408.53986
0,19000,0,4,2,/,3,0,N,274,3,548,43281,0.0304,548,/,/,4,/,/,0,0,0,0,43330.01486
0,628346,0,7,3,N,4,4419,N,23954,7,37089,40595,0.4926,37089,N,N,9,N,N,0,0,0,0,43498.94418
0,29324,0,0,3,/,8,3064,N,11810,1,10061,43164,0.5368,3895,N,N,1,N,N,0,0,0,0,43473.5685
0,-9999,0,0,1,-9999,1,0,-9999,0,0,0,42451,0,0,-9999,-9999,0,-9999,-9999,0,0,0,0,43332.32012
0,-9999,0,1,6,N,9,65456,N,64563,3,66122,41038,0.266,66122,N,N,3,N,N,0,0,0,0,43297.89081
1,-9999,0,2,6,N,17,11084,N,57611,4,53384,40350,0.9444,53384,N,N,4,N,N,3,0,0,0,43240.00522
0,10,0,8,2,*,2,0,*,0,8,0,38686,0,0,*,*,8,*,*,0,0,0,0,43172.69809
0,24223,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43174.6498
1,3503,0,0,3,N,3,1860,N,20738,1,20123,38607,0.9426,20123,N,N,1,N,1,2,1,1,1,43223.75338
0,-9999,0,2,5,N,7,7744,N,83864,4,65228,42291,1.0389,65228,N,N,4,N,N,0,0,0,0,43179.50118
0,153100,0,8,8,N,28,11938,N,68328,10,88089,42447,0.5243,88089,N,N,13,N,N,0,0,0,0,43191.46655
0,9833,0,0,8,N,18,3882,N,56167,4,56592,42593,0.4606,56592,N,N,6,N,N,0,0,0,0,43235.0041
0,81560,0,1,4,N,6,25952,N,175267,1,173791,41690,0.8796,173791,N,1,1,N,1,2,1,1,1,43187.33256
0,1501925,0,0,1,N,2,369,N,2593,0,4329,39848,0.2593,4329,N,N,0,N,N,0,0,0,0,43450.66635
0,52007,0,1,4,1,9,6525,N,27083,1,41974,41984,0.3211,41974,1,N,1,1,N,7,1,1,1,43264.26851
